[2018-02-04 00:21:10,245] DEBUG    PluginManager Loading plugin: AnnounceZero
[2018-02-04 00:21:57,485] DEBUG    Site:17ziJ8..xX8t Retry 1 bad files
[2018-02-04 00:21:57,492] DEBUG    Site:17ziJ8..xX8t New downloadContent pool: len: 1
[2018-02-04 00:21:57,492] DEBUG    Site:17ziJ8..xX8t Ended downloadContent pool len: 1
[2018-02-04 00:21:57,492] DEBUG    WorkerManager:17ziJ8..xX8t New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:21:57,493] DEBUG    WorkerManager:17ziJ8..xX8t Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:57,493] DEBUG    WorkerManager:17ziJ8..xX8t Added worker: 193.183.98.77:15441, workers: 1/5
[2018-02-04 00:21:57,493] DEBUG    WorkerManager:17ziJ8..xX8t Added worker: 87.205.195.229:15441, workers: 2/5
[2018-02-04 00:21:57,493] DEBUG    FileServer Conn#344 193.183.98.77 [?] > Connecting...
[2018-02-04 00:21:57,525] DEBUG    FileServer Conn#339 81.29.252.169 [?] > Closing connection: 81.29.252.169 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,526] DEBUG    FileServer Conn#345 106.185.35.18 [?] > Connecting...
[2018-02-04 00:21:57,535] DEBUG    FileServer Conn#332 178.87.138.179 [?] > Closing connection: 178.87.138.179 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,535] DEBUG    FileServer Conn#346 173.82.255.51 [?] > Connecting...
[2018-02-04 00:21:57,557] DEBUG    FileServer Conn#344 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,558] DEBUG    WorkerManager:17ziJ8..xX8t 193.183.98.77:15441: Verify failed: content.json, error: Download failed, failed peers: 0, workers: 0
[2018-02-04 00:21:57,597] DEBUG    FileServer Conn#347 87.205.195.229 [?] > Connecting...
[2018-02-04 00:21:57,617] DEBUG    WorkerManager:1Gif7P..Xc7h Starting workers, tasks: 7, peers: 0, workers: 2
[2018-02-04 00:21:57,618] DEBUG    WorkerManager:1Gif7P..Xc7h Added worker: 27.203.155.24:15441, workers: 3/5
[2018-02-04 00:21:57,618] DEBUG    WorkerManager:1Gif7P..Xc7h Added worker: 104.35.202.82:15441, workers: 4/5
[2018-02-04 00:21:57,618] DEBUG    WorkerManager:1Gif7P..Xc7h Added worker: 112.64.30.169:15441, workers: 5/5
[2018-02-04 00:21:57,618] DEBUG    WorkerManager:1Gif7P..Xc7h Added worker: 213.220.240.90:15441, workers: 6/5
[2018-02-04 00:21:57,619] DEBUG    Site:1Gif7P..Xc7h retracker.spark-rostov.ru:80/announce: Found 50 peers, new: 5, total: 71
[2018-02-04 00:21:57,619] DEBUG    FileServer Conn#305 27.203.155.24 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x357e1e0>>, waiting_requests: 1, sites: 2, buff: 0...
[2018-02-04 00:21:57,620] DEBUG    Site:1Gif7P..Xc7h Announced types [] in mode more to http://retracker.spark-rostov.ru:80/announce in 0.172s, errors: [], slow: []
[2018-02-04 00:21:57,620] DEBUG    WorkerManager:1Gif7P..Xc7h Slow task: data/data.json, (workers: 1, optional_hash_id: None, peers: 0, failed: 5, asked: 0)
[2018-02-04 00:21:57,620] DEBUG    WorkerManager:1iD5ZQ..duGz 27.203.155.24:15441: Verify failed: content.json, error: Download failed, failed peers: 4, workers: 1
[2018-02-04 00:21:57,681] DEBUG    FileServer Conn#331 182.148.28.96 [?] > Closing connection: 182.148.28.96 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,683] DEBUG    FileServer Conn#348 vklv3kx2fkkhqs5b.onion [?] > Connecting...
[2018-02-04 00:21:57,684] DEBUG    FileServer Conn#348 vklv3kx2fkkhqs5b.onion [?] > Closing connection: vklv3kx2fkkhqs5b.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,692] DEBUG    FileServer Conn#349 42nw4op6wfizdcbg.onion [?] > Connecting...
[2018-02-04 00:21:57,692] DEBUG    FileServer Conn#349 42nw4op6wfizdcbg.onion [?] > Closing connection: 42nw4op6wfizdcbg.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,701] DEBUG    FileServer Conn#350 dwecwx5o3g5pmjhd.onion [?] > Connecting...
[2018-02-04 00:21:57,706] DEBUG    FileServer Conn#350 dwecwx5o3g5pmjhd.onion [?] > Closing connection: dwecwx5o3g5pmjhd.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,708] DEBUG    FileServer Conn#351 95.146.18.243 [?] > Connecting...
[2018-02-04 00:21:57,724] DEBUG    FileServer Conn#346 173.82.255.51 [?] > Closing connection: 173.82.255.51 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,724] DEBUG    FileServer Conn#352 ldj4eyxvokprrrif.onion [?] > Connecting...
[2018-02-04 00:21:57,724] DEBUG    FileServer Conn#352 ldj4eyxvokprrrif.onion [?] > Closing connection: ldj4eyxvokprrrif.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,725] DEBUG    FileServer Conn#353 144.178.139.186 [?] > Connecting...
[2018-02-04 00:21:57,733] DEBUG    FileServer Conn#343 123.119.208.236 [?] > Closing connection: 123.119.208.236 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:57,734] DEBUG    FileServer Conn#354 212.225.203.234 [?] > Connecting...
[2018-02-04 00:21:57,764] DEBUG    FileServer Conn#351 95.146.18.243 [?] > Closing connection: 95.146.18.243 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,767] DEBUG    FileServer Conn#355 189.151.236.43 [?] > Connecting...
[2018-02-04 00:21:57,827] DEBUG    FileServer Conn#345 106.185.35.18 [?] > Closing connection: 106.185.35.18 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,828] DEBUG    FileServer Conn#356 bjano6spwluzm43a.onion [?] > Connecting...
[2018-02-04 00:21:57,828] DEBUG    FileServer Conn#356 bjano6spwluzm43a.onion [?] > Closing connection: bjano6spwluzm43a.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,829] DEBUG    FileServer Conn#357 ldj4eyxvokprrrif.onion [?] > Connecting...
[2018-02-04 00:21:57,829] DEBUG    FileServer Conn#357 ldj4eyxvokprrrif.onion [?] > Closing connection: ldj4eyxvokprrrif.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,830] DEBUG    FileServer Conn#358 220.133.146.14 [?] > Connecting...
[2018-02-04 00:21:57,842] DEBUG    FileServer Conn#353 144.178.139.186 [?] > Closing connection: 144.178.139.186 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,842] DEBUG    FileServer Conn#359 217.114.158.151 [?] > Connecting...
[2018-02-04 00:21:57,865] DEBUG    FileServer Conn#360 cailf3d73swxvnja.onion [?] > Connecting...
[2018-02-04 00:21:57,866] DEBUG    FileServer Conn#360 cailf3d73swxvnja.onion [?] > Closing connection: cailf3d73swxvnja.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,866] DEBUG    WorkerManager:1iD5ZQ..duGz cailf3d73swxvnja.onion:15441: Verify failed: data/users.json, error: Download failed, failed peers: 0, workers: 0
[2018-02-04 00:21:57,867] DEBUG    FileServer Conn#361 wzw6igj4ipwtyk5p.onion [?] > Connecting...
[2018-02-04 00:21:57,868] DEBUG    FileServer Conn#361 wzw6igj4ipwtyk5p.onion [?] > Closing connection: wzw6igj4ipwtyk5p.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,868] DEBUG    WorkerManager:1iD5ZQ..duGz wzw6igj4ipwtyk5p.onion:15441: Verify failed: data/users.json, error: Download failed, failed peers: 1, workers: 0
[2018-02-04 00:21:57,871] DEBUG    WorkerManager:1JheKm..HQqx Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 4, asked: 0)
[2018-02-04 00:21:57,872] DEBUG    WorkerManager:1TaLkF..jipT Slow task: content.json, (workers: 2, optional_hash_id: None, peers: 0, failed: 4, asked: 0)
[2018-02-04 00:21:57,874] DEBUG    WorkerManager:1DTpF9..3VK1 Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 6, asked: 0)
[2018-02-04 00:21:57,925] DEBUG    FileServer Conn#359 217.114.158.151 [?] > Closing connection: 217.114.158.151 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,925] DEBUG    FileServer Conn#362 203.97.122.152 [?] > Connecting...
[2018-02-04 00:21:57,948] DEBUG    WorkerManager:1JheKm..HQqx Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:57,948] DEBUG    WorkerManager:1JheKm..HQqx Added worker: 193.183.98.77:15441, workers: 1/5
[2018-02-04 00:21:57,949] DEBUG    Site:1JheKm..HQqx tracker.leechers-paradise.org:6969: Found 3 peers, new: 1, total: 1
[2018-02-04 00:21:57,949] DEBUG    FileServer Conn#363 193.183.98.77 [?] > Connecting...
[2018-02-04 00:21:57,950] DEBUG    Site:1JheKm..HQqx Announced types [] in mode more to udp://tracker.leechers-paradise.org:6969 in 0.078s, errors: [], slow: []
[2018-02-04 00:21:57,950] DEBUG    WorkerManager:1JheKm..HQqx Starting workers, tasks: 1, peers: 0, workers: 1
[2018-02-04 00:21:57,973] DEBUG    WorkerManager:1TaLkF..jipT Starting workers, tasks: 1, peers: 0, workers: 2
[2018-02-04 00:21:57,974] DEBUG    WorkerManager:1TaLkF..jipT Added worker: 195.214.248.18:15441, workers: 3/5
[2018-02-04 00:21:57,974] DEBUG    WorkerManager:1TaLkF..jipT Added worker: 78.200.153.11:15441, workers: 4/5
[2018-02-04 00:21:57,974] DEBUG    WorkerManager:1TaLkF..jipT Added worker: 189.151.236.43:15441, workers: 5/5
[2018-02-04 00:21:57,974] DEBUG    WorkerManager:1TaLkF..jipT Added worker: 220.133.146.14:15441, workers: 6/5
[2018-02-04 00:21:57,974] DEBUG    Site:1TaLkF..jipT tracker.opentrackr.org:1337/announce: Found 30 peers, new: 8, total: 481
[2018-02-04 00:21:57,975] DEBUG    Site:1TaLkF..jipT Announced types [] in mode more to http://tracker.opentrackr.org:1337/announce in 0.103s, errors: [], slow: []
[2018-02-04 00:21:57,991] DEBUG    FileServer Conn#364 34.227.47.94 [?] > Connecting...
[2018-02-04 00:21:58,010] DEBUG    FileServer Conn#363 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 2, buff: 0...
[2018-02-04 00:21:58,011] DEBUG    WorkerManager:1JheKm..HQqx 193.183.98.77:15441: Verify failed: content.json, error: Download failed, failed peers: 4, workers: 0
[2018-02-04 00:21:58,116] DEBUG    FileServer Conn#364 34.227.47.94 [?] > Closing connection: 34.227.47.94 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,116] DEBUG    WorkerManager:1iD5ZQ..duGz 34.227.47.94:15441: Verify failed: data/users.json, error: Download failed, failed peers: 2, workers: 0
[2018-02-04 00:21:58,157] DEBUG    FileServer Conn#358 220.133.146.14 [?] > Closing connection: 220.133.146.14 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:58,158] DEBUG    FileServer Conn#365 145.132.53.237 [?] > Connecting...
[2018-02-04 00:21:58,193] DEBUG    FileServer Conn#325 41.143.189.164 [?] > Closing connection: 41.143.189.164 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,194] DEBUG    FileServer Conn#366 185.41.154.130 [?] > Connecting...
[2018-02-04 00:21:58,196] DEBUG    FileServer Conn#365 145.132.53.237 [?] > Closing connection: 145.132.53.237 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,197] DEBUG    FileServer Conn#367 116.232.13.154 [?] > Connecting...
[2018-02-04 00:21:58,237] DEBUG    FileServer Conn#366 185.41.154.130 [?] > Closing connection: 185.41.154.130 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,237] DEBUG    FileServer Conn#368 107.140.80.174 [?] > Connecting...
[2018-02-04 00:21:58,247] DEBUG    Site:1DTpF9..3VK1 Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:58,247] ERROR    Site:1DTpF9..3VK1 Announce to 0 trackers in 0.373s, failed
[2018-02-04 00:21:58,248] DEBUG    WorkerManager:1DTpF9..3VK1 Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:58,248] DEBUG    WorkerManager:1DTpF9..3VK1 Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:58,264] DEBUG    FileServer Conn#362 203.97.122.152 [?] > Closing connection: 203.97.122.152 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,265] DEBUG    FileServer Conn#369 182.139.99.234 [?] > Connecting...
[2018-02-04 00:21:58,289] DEBUG    FileServer Conn#370 31.3.154.32  [?] > Connecting...
[2018-02-04 00:21:58,319] DEBUG    FileServer Conn#371 114.135.146.169 [?] > Connecting...
[2018-02-04 00:21:58,359] DEBUG    FileServer Conn#372 201.142.200.51 [?] > Connecting...
[2018-02-04 00:21:58,399] DEBUG    WorkerManager:1TaLkF..jipT 87.205.195.229:15441: No task found, stopping
[2018-02-04 00:21:58,399] DEBUG    WorkerManager:1TaLkF..jipT Removed worker, workers: 5/5
[2018-02-04 00:21:58,442] DEBUG    FileServer Conn#368 107.140.80.174 [?] > Closing connection: 107.140.80.174 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,443] DEBUG    FileServer Conn#373 108.2.204.146 [?] > Connecting...
[2018-02-04 00:21:58,528] DEBUG    FileServer Conn#367 116.232.13.154 [?] > Closing connection: 116.232.13.154 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,529] DEBUG    FileServer Conn#374 120.42.70.28 [?] > Connecting...
[2018-02-04 00:21:58,561] DEBUG    FileServer Conn#369 182.139.99.234 [?] > Closing connection: 182.139.99.234 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,570] DEBUG    FileServer Conn#373 108.2.204.146 [?] > Closing connection: 108.2.204.146 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:58,571] DEBUG    FileServer Conn#375 220.233.12.236 [?] > Connecting...
[2018-02-04 00:21:58,620] DEBUG    FileServer Conn#376 27.203.155.24 [?] > Connecting...
[2018-02-04 00:21:58,660] DEBUG    WorkerManager:17ziJ8..xX8t 193.183.98.77:15441: No task found, stopping
[2018-02-04 00:21:58,660] DEBUG    WorkerManager:17ziJ8..xX8t Removed worker, workers: 1/5
[2018-02-04 00:21:58,688] DEBUG    WorkerManager:1BhArU..t3wQ Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 0, asked: 0)
[2018-02-04 00:21:58,692] DEBUG    WorkerManager:1FFuXJ..Rdkp Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 1, asked: 0)
